age,sample,meter,d18O,T_le,T_pu,type,min,period,stage,conzone,chizone,country,state,lat,long,source
420.0,CZ 462,,17.64,32.620000000000005,35.39520000000002,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary,50.07,13.9,Joachimski_2009; Grossman_2022
431.49,V. Nestor C04-70 C04-71,,19.6,23.799999999999997,27.12400000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
431.54,C01-121,,19.7,23.35000000000001,26.702000000000012,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
431.63,Riksu126.80-.90,,20.0,22.000000000000014,25.436000000000007,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
431.65,C01-118,,19.4,24.700000000000017,27.968000000000018,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
431.7,V. Nestor,,19.6,23.799999999999997,27.12400000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
431.71,Riksu132.35-.50,,20.2,21.10000000000001,24.592000000000013,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
431.79,Riksu136.60-.80,,20.0,22.000000000000014,25.436000000000007,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
431.87,Riksu141.50-.70,,20.1,21.549999999999997,25.01400000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
431.95,Riksu146.40-.50,,20.2,21.10000000000001,24.592000000000013,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
431.95,CP49A,,20.0,22.000000000000014,25.436000000000007,Conodont,apatite,Silurian,Homerian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
431.98,C01-108 V. Nestor C01-109,,19.8,22.900000000000006,26.280000000000015,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.01,C01-107 V. Nestor,,19.6,23.799999999999997,27.12400000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.06,W16,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Homerian,,,Sweden,Hoegklint,57.48,18.54,Wenzel_2000; Grossman_2022
432.06,CP 56,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Homerian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2008; Grossman_2022
432.08,C01-104 V. Nestor C01-105,,19.7,23.35000000000001,26.702000000000012,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.11,Riksu153.40-.50,,20.0,22.000000000000014,25.436000000000007,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.11,CP47,,19.9,22.450000000000017,25.85800000000002,Conodont,apatite,Silurian,Homerian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
432.15,863C95-321,,19.8,22.900000000000006,26.280000000000015,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.17,863C95-317,,19.7,23.35000000000001,26.702000000000012,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.17,C01-101 V. Nestor,,19.6,23.799999999999997,27.12400000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.18,863C95-315,,19.8,22.900000000000006,26.280000000000015,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.19,BM48.60,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.2,V. Nestor C01-100,,19.3,25.150000000000006,28.390000000000015,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.2,BM16.17,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.22,BM13.80,,17.8,31.900000000000006,34.72000000000001,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.23,BM12.50,,17.8,31.900000000000006,34.72000000000001,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.25,BM11.70,,17.7,32.35000000000001,35.14200000000001,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.29,863C95-313,,19.1,26.049999999999997,29.23400000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.41,863C95-311,,19.4,24.700000000000017,27.968000000000018,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.49,M-202  1984 OM4-332 C01-90,,19.7,23.35000000000001,26.702000000000012,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.56,M-199  1984 OM4-331 M-200  1984 M-201  1984,,19.8,22.900000000000006,26.280000000000015,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.67,M-195  1984 OM4-329 M-198  1984,,19.9,22.450000000000017,25.85800000000002,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.73,863C95-306,,19.0,26.500000000000014,29.65600000000002,Conodont,apatite,Silurian,Homerian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
432.82,M-1004 M-396  1984 M-1005 M-1006,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.82,BM11.09,,17.6,32.8,35.56400000000001,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.85,M-1001 M-395 b  1984 M-1002,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.87,M-1000 M-999 M-998  1990,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Homerian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.9,GBR-2.1,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Homerian,,,UK,Welsh Borderlands,52.8,-3.2,Trotter_2016; Grossman_2022
432.9,BM10.90,,17.7,32.35000000000001,35.14200000000001,Conodont,apatite,Silurian,Homerian,,,Australia,Boree Creek New South Wales,-35.09,146.63,Trotter_2016; Grossman_2022
432.91,M-996  1990,,18.9,26.950000000000017,30.078000000000017,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.95,M-995  1990 M-395 a  1984,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.97,M-394 1984 OM4-322 M-994  1990,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
432.99,863C95-302,,18.9,26.950000000000017,30.078000000000017,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.03,M-991 1990 M393  1984 M-992  1990 M993  1990,,19.1,26.049999999999997,29.23400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.06,M-989  1990 M-990 M-391  1984,,18.9,26.950000000000017,30.078000000000017,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.11,863C95-300,,19.4,24.700000000000017,27.968000000000018,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.12,ARE-6,,18.9,26.950000000000017,30.078000000000017,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
433.14,M-986  1990 M-392  1984 M-987,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.24,ARE-5,,19.0,26.500000000000014,29.65600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
433.25,M-390  1984 M-984  1990 OM4-319 M985 1990,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.25,863C95-298,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.35,OM4-318 M-389  1984,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.35,863C95-296,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.45,M-388  1984 M-387  1984,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.48,863C95-294,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.57,ARE-1,,18.9,26.950000000000017,30.078000000000017,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
433.59,OM4-317 M-386,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.69,863C95-290,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.7,M-384  1984 M-385  1984,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.86,OM4-316 M-383,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
433.91,863C95-286,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
433.94,M-282,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
434.02,M-381  1984,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
434.13,863C95-282,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
434.13,CP31,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
434.17,W05,,16.9,35.95000000000002,38.518000000000015,Conodont,apatite,Silurian,Telychian,,,Sweden,Lundsklint,57.48,18.54,Wenzel_2000; Grossman_2022
434.17,W02,,17.5,33.250000000000014,35.98600000000002,Conodont,apatite,Silurian,Telychian,,,Sweden,Lundsklint,57.48,18.54,Wenzel_2000; Grossman_2022
434.17,W04,,17.5,33.250000000000014,35.98600000000002,Conodont,apatite,Silurian,Telychian,,,Sweden,Lundsklint,57.48,18.54,Wenzel_2000; Grossman_2022
434.17,W03,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Sweden,Lundsklint,57.48,18.54,Wenzel_2000; Grossman_2022
434.18,M-379  1984 M-380  184,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
434.33,863C95-278,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
434.44,M-376,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
434.51,M-375,,18.0,31.000000000000014,33.87600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
434.57,M-374  1984 OM4-314,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
434.69,CP28,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
434.8,AizputeC97-76,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
434.8,863C95-270,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
434.8,CP27,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
434.97,863C95-268,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
435.06,M-367  1984,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.1,M-982  1990,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.14,M-981  1990,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.25,863C95-264,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
435.25,CP25,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
435.25,M-977  1990,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.29,M-975  1990,,19.3,25.150000000000006,28.390000000000015,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.34,M-974  1990,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.36,M-972,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.37,863C95-262,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
435.42,M-970 M971 M362,,19.2,25.60000000000001,28.812000000000012,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.46,M-969,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.5,M-360  1984,,19.7,23.35000000000001,26.702000000000012,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.53,M-966  1990 OM4-311,,18.9,26.950000000000017,30.078000000000017,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.55,M-965,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.56,M-1  1982,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.63,M-2  1982,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.81,CP20,,18.0,31.000000000000014,33.87600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
435.92,C95-88,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
435.92,863C95-256,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
436.02,M-5  1982 C95-87,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.03,CP17,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
436.05,C95-86,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.16,M-6 1982,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.18,OM4-309,,17.5,33.250000000000014,35.98600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.2,AizputeC97-94,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
436.25,863C95-250,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
436.31,AizputeC97-96,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
436.31,863C95-248,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
436.36,CP13,,17.5,33.250000000000014,35.98600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
436.4,C95-80,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.49,M-8  1982 C95-79,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.53,C95-78 OM4-308,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.53,863C95-244,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
436.56,C98-2,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.68,M-9 C95-76,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.7,863C95-240,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
436.71,C95-75 C95-74,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.77,C95-73 M10,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.81,863C95-238,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
436.89,C95-71 OM4-307 C95-72,,19.1,26.049999999999997,29.23400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
436.92,CP4,,17.5,33.250000000000014,35.98600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
437.04,863C95-234,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,Saaremaa southwest,58.35,22.08,Trotter_2016; Grossman_2022
437.04,C95-69  1982,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.21,M-964 M-13,,18.7,27.85000000000001,30.92200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.26,M- 14  1982,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.29,M-963  1990,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.32,M-961  1990 M-962,,18.0,31.000000000000014,33.87600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.34,M-959  1990 M-960,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.38,M-957,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.4,M-15  1982,,18.0,31.000000000000014,33.87600000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.41,M-956  1990,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.42,M-955  1990,,17.8,31.900000000000006,34.72000000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.42,M-954,,17.8,31.900000000000006,34.72000000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.43,M-953,,18.4,29.200000000000017,32.18800000000002,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.45,M-951  1990,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.48,CM2C-28,,18.0,31.000000000000014,33.87600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
437.48,9699,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Canada,Anticosti Island Quebec,49.17,-62.64,Trotter_2016; Grossman_2022
437.48,OM4-305 M-950,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Estonia,,58.35,22.08,Lehnert_2010; Grossman_2022
437.59,AizputeC97-107,,19.2,25.60000000000001,28.812000000000012,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
438.04,CM2C-26,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
438.26,CM2C-19,,17.7,32.35000000000001,35.14200000000001,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
438.49,CM2C-18,,17.9,31.450000000000017,34.298000000000016,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
438.6,CM2C-16,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
438.8,CM2C-14,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
440.0,AizputeC97-112,,18.6,28.299999999999997,31.34400000000001,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
440.1,CM2C-11,,18.1,30.549999999999997,33.45400000000001,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
440.1,A79-C88,,19.1,26.049999999999997,29.23400000000001,Conodont,apatite,Silurian,Telychian,,,Canada,Anticosti Island Quebec,49.17,-62.64,Trotter_2016; Grossman_2022
440.2,A79-C85,,19.7,23.35000000000001,26.702000000000012,Conodont,apatite,Silurian,Telychian,,,Canada,Anticosti Island Quebec,49.17,-62.64,Trotter_2016; Grossman_2022
440.25,CM2C-10,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
440.3,AizputeC00-6,,18.2,30.10000000000001,33.03200000000001,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
440.5,CM2C-9,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
440.6,27,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Canada,Anticosti Island Quebec,49.17,-62.64,Trotter_2016; Grossman_2022
440.65,A79-C57,,18.8,27.400000000000006,30.500000000000014,Conodont,apatite,Silurian,Telychian,,,Canada,Anticosti Island Quebec,49.17,-62.64,Trotter_2016; Grossman_2022
440.67,AizputeC00-2,,18.5,28.750000000000014,31.76600000000002,Conodont,apatite,Silurian,Telychian,,,Latvia,west Latvia,56.72,21.6,Trotter_2016; Grossman_2022
440.67,CM2C-7,,18.3,29.650000000000006,32.610000000000014,Conodont,apatite,Silurian,Telychian,,,Canada,Cornwallis Island,74.95,-95.2,Trotter_2016; Grossman_2022
